01:57:13.704806,196.251.86.69,
01:57:14.209316,196.251.86.69,
01:57:14.405799,196.251.86.69,
01:57:14.939380,196.251.86.69,
01:57:15.602845,196.251.86.69,
01:57:15.696693,196.251.86.69,
01:57:15.841659,196.251.86.69,
01:57:16.287384,196.251.86.69,
01:57:17.227123,196.251.86.69,
01:57:18.422374,196.251.86.69,
01:57:18.890082,196.251.86.69,
01:57:19.717703,196.251.86.69,
01:57:20.523177,196.251.86.69,
01:57:21.500022,196.251.86.69,
01:57:21.784196,196.251.86.69,
01:57:21.826166,196.251.86.69,
01:57:23.251131,196.251.86.69,
01:57:23.695172,196.251.86.69,
01:57:24.161658,196.251.86.69,
01:57:24.822364,196.251.86.69,
01:57:25.139154,196.251.86.69,
01:57:25.822233,196.251.86.69,
01:57:26.383098,196.251.86.69,
01:57:26.982207,196.251.86.69,
01:57:27.259328,196.251.86.69,
01:57:28.008294,196.251.86.69,
01:57:28.659020,196.251.86.69,
01:57:29.262270,196.251.86.69,
01:57:30.118890,196.251.86.69,
01:57:30.638071,196.251.86.69,
01:57:30.793602,196.251.86.69,
01:57:31.353755,196.251.86.69,
01:57:32.420421,196.251.86.69,
01:57:33.265228,196.251.86.69,
01:57:33.334938,196.251.86.69,
01:57:34.810876,196.251.86.69,
01:57:34.859643,196.251.86.69,
01:57:35.007380,196.251.86.69,
01:57:36.264285,196.251.86.69,
01:57:36.746693,196.251.86.69,
01:57:37.352332,196.251.86.69,
01:57:37.953984,196.251.86.69,
01:57:38.928433,196.251.86.69,
01:57:39.099919,196.251.86.69,
01:57:39.777933,196.251.86.69,
01:57:40.473277,196.251.86.69,
01:57:41.386862,196.251.86.69,
01:57:41.436940,196.251.86.69,
01:57:42.768699,196.251.86.69,
01:57:43.633510,196.251.86.69,
01:57:44.397376,196.251.86.69,
01:57:44.808268,196.251.86.69,
01:57:45.131470,196.251.86.69,
01:57:45.850386,196.251.86.69,
01:57:46.327133,196.251.86.69,
01:57:46.894168,196.251.86.69,
01:57:47.178468,196.251.86.69,
01:57:47.889520,196.251.86.69,
01:57:48.254528,196.251.86.69,
01:57:48.391519,196.251.86.69,
01:57:48.942695,196.251.86.69,
01:57:49.654217,196.251.86.69,
01:57:50.455060,196.251.86.69,
01:57:50.586112,196.251.86.69,
01:57:51.678941,196.251.86.69,
01:57:52.039021,196.251.86.69,
01:57:52.666847,196.251.86.69,
01:57:53.296259,196.251.86.69,
01:57:53.787585,196.251.86.69,
01:57:54.404176,196.251.86.69,
01:57:54.916947,196.251.86.69,
01:57:55.561538,196.251.86.69,
01:57:55.681480,196.251.86.69,
01:57:56.557044,196.251.86.69,
01:57:57.171393,196.251.86.69,
01:57:57.419649,196.251.86.69,
01:57:58.340460,196.251.86.69,
01:57:58.929325,196.251.86.69,
01:57:59.087054,196.251.86.69,
01:57:59.727434,196.251.86.69,
01:58:00.259802,196.251.86.69,
01:58:00.957252,196.251.86.69,
01:58:01.656281,196.251.86.69,
01:58:01.712091,196.251.86.69,
01:58:03.387647,196.251.86.69,
01:58:04.037013,196.251.86.69,
01:58:04.589323,196.251.86.69,
01:58:05.530378,196.251.86.69,
01:58:05.732204,196.251.86.69,
01:58:06.206968,196.251.86.69,
01:58:07.068158,196.251.86.69,
01:58:07.250883,196.251.86.69,
01:58:07.834057,196.251.86.69,
01:58:08.398179,196.251.86.69,
01:58:08.965730,196.251.86.69,
01:58:09.598337,196.251.86.69,
01:58:10.123432,196.251.86.69,
01:58:10.848286,196.251.86.69,
01:58:11.472128,196.251.86.69,
01:58:12.002586,196.251.86.69,
01:58:12.781431,196.251.86.69,
01:58:13.367612,196.251.86.69,
01:58:14.076745,196.251.86.69,
01:58:14.704230,196.251.86.69,
01:58:15.364530,196.251.86.69,
01:58:16.070072,196.251.86.69,
01:58:16.969308,196.251.86.69,
01:58:17.541054,196.251.86.69,
01:58:18.128309,196.251.86.69,
01:58:18.617204,196.251.86.69,
01:58:19.546541,196.251.86.69,
01:58:19.720754,196.251.86.69,
01:58:20.073420,196.251.86.69,
01:58:21.206652,196.251.86.69,
01:58:21.653486,196.251.86.69,
01:58:22.093573,196.251.86.69,
01:58:22.947005,196.251.86.69,
01:58:23.478418,196.251.86.69,
01:58:24.093903,196.251.86.69,
01:58:24.626240,196.251.86.69,
01:58:24.939155,196.251.86.69,
01:57:13.704806,196.251.86.69,
01:57:14.209316,196.251.86.69,
01:57:14.405799,196.251.86.69,
01:57:14.939380,196.251.86.69,
01:57:15.602845,196.251.86.69,
01:57:15.696693,196.251.86.69,
01:57:15.841659,196.251.86.69,
01:57:16.287384,196.251.86.69,
01:57:17.227123,196.251.86.69,
01:57:18.422374,196.251.86.69,
01:57:18.890082,196.251.86.69,
01:57:19.717703,196.251.86.69,
01:57:20.523177,196.251.86.69,
01:57:21.500022,196.251.86.69,
01:57:21.784196,196.251.86.69,
01:57:21.826166,196.251.86.69,
01:57:23.251131,196.251.86.69,
01:57:23.695172,196.251.86.69,
01:57:24.161658,196.251.86.69,
01:57:24.822364,196.251.86.69,
01:57:25.139154,196.251.86.69,
01:57:25.822233,196.251.86.69,
01:57:26.383098,196.251.86.69,
01:57:26.982207,196.251.86.69,
01:57:27.259328,196.251.86.69,
01:57:28.008294,196.251.86.69,
01:57:28.659020,196.251.86.69,
01:57:29.262270,196.251.86.69,
01:57:30.118890,196.251.86.69,
01:57:30.638071,196.251.86.69,
01:57:30.793602,196.251.86.69,
01:57:31.353755,196.251.86.69,
01:57:32.420421,196.251.86.69,
01:57:33.265228,196.251.86.69,
01:57:33.334938,196.251.86.69,
01:57:34.810876,196.251.86.69,
01:57:34.859643,196.251.86.69,
01:57:35.007380,196.251.86.69,
01:57:36.264285,196.251.86.69,
01:57:36.746693,196.251.86.69,
01:57:37.352332,196.251.86.69,
01:57:37.953984,196.251.86.69,
01:57:38.928433,196.251.86.69,
01:57:39.099919,196.251.86.69,
01:57:39.777933,196.251.86.69,
01:57:40.473277,196.251.86.69,
01:57:41.386862,196.251.86.69,
